"seqnames"	"start"	"end"	"width"	"strand"	"L"
"402"	"chr1"	"7257981"	"7259351"	"1371"	"*"	"53"
"403"	"chr1"	"7333489"	"7335093"	"1605"	"*"	"20"
"404"	"chr1"	"7347958"	"7349079"	"1122"	"*"	"27"
"405"	"chr1"	"7372459"	"7374223"	"1765"	"*"	"41"
"406"	"chr1"	"7454082"	"7456397"	"2316"	"*"	"32"
"407"	"chr1"	"7478531"	"7479246"	"716"	"*"	"26"
"408"	"chr1"	"7489876"	"7491925"	"2050"	"*"	"36"
"409"	"chr1"	"7561789"	"7562701"	"913"	"*"	"25"
"410"	"chr1"	"7640437"	"7641579"	"1143"	"*"	"27"
"411"	"chr1"	"7662817"	"7668723"	"5907"	"*"	"82"
"412"	"chr1"	"7678968"	"7680725"	"1758"	"*"	"24"
"413"	"chr1"	"7684927"	"7687144"	"2218"	"*"	"51"
"414"	"chr1"	"7700605"	"7707950"	"7346"	"*"	"114"
"415"	"chr1"	"7718072"	"7718365"	"294"	"*"	"30"
"416"	"chr1"	"7736238"	"7737468"	"1231"	"*"	"54"
"417"	"chr1"	"7751072"	"7752951"	"1880"	"*"	"41"
"418"	"chr1"	"7755902"	"7756116"	"215"	"*"	"22"
"419"	"chr1"	"7769165"	"7772463"	"3299"	"*"	"129"
"420"	"chr1"	"7779784"	"7785739"	"5956"	"*"	"142"
"421"	"chr1"	"7827028"	"7827922"	"895"	"*"	"59"
"422"	"chr1"	"7853007"	"7853958"	"952"	"*"	"22"
"423"	"chr1"	"7939504"	"7942667"	"3164"	"*"	"88"
"424"	"chr1"	"7953859"	"7956842"	"2984"	"*"	"143"
"425"	"chr1"	"7961066"	"7962446"	"1381"	"*"	"138"
"426"	"chr1"	"7982521"	"7985332"	"2812"	"*"	"60"
"427"	"chr1"	"8012393"	"8016614"	"4222"	"*"	"29"
"428"	"chr1"	"8023126"	"8028469"	"5344"	"*"	"203"
"429"	"chr1"	"8152751"	"8155026"	"2276"	"*"	"41"
"430"	"chr1"	"8202723"	"8203747"	"1025"	"*"	"25"
"431"	"chr1"	"8210523"	"8218292"	"7770"	"*"	"90"
"432"	"chr1"	"8231175"	"8232701"	"1527"	"*"	"22"
"433"	"chr1"	"8302296"	"8302691"	"396"	"*"	"21"
"434"	"chr1"	"8314875"	"8318490"	"3616"	"*"	"75"
"435"	"chr1"	"8323048"	"8338738"	"15691"	"*"	"380"
"436"	"chr1"	"8343498"	"8344237"	"740"	"*"	"78"
"437"	"chr1"	"8347779"	"8352901"	"5123"	"*"	"67"
"438"	"chr1"	"8382400"	"8383423"	"1024"	"*"	"24"
"439"	"chr1"	"8420783"	"8424501"	"3719"	"*"	"98"
"440"	"chr1"	"8551800"	"8553442"	"1643"	"*"	"37"
"441"	"chr1"	"8656024"	"8656342"	"319"	"*"	"24"
"442"	"chr1"	"8702873"	"8703869"	"997"	"*"	"41"
"443"	"chr1"	"8816954"	"8818315"	"1362"	"*"	"98"
"444"	"chr1"	"8859420"	"8863974"	"4555"	"*"	"33"
"445"	"chr1"	"8878022"	"8880462"	"2441"	"*"	"93"
"446"	"chr1"	"8944853"	"8946691"	"1839"	"*"	"46"
"447"	"chr1"	"9014707"	"9014889"	"183"	"*"	"21"
"448"	"chr1"	"9018072"	"9018512"	"441"	"*"	"41"
"449"	"chr1"	"9026003"	"9026645"	"643"	"*"	"26"
"450"	"chr1"	"9039438"	"9043370"	"3933"	"*"	"23"
"451"	"chr1"	"9067382"	"9071742"	"4361"	"*"	"59"
"452"	"chr1"	"9125068"	"9130458"	"5391"	"*"	"184"
"453"	"chr1"	"9150692"	"9152805"	"2114"	"*"	"29"
"454"	"chr1"	"9181101"	"9184507"	"3407"	"*"	"66"
"455"	"chr1"	"9195714"	"9199079"	"3366"	"*"	"142"
"456"	"chr1"	"9232005"	"9235393"	"3389"	"*"	"82"
"457"	"chr1"	"9247286"	"9252074"	"4789"	"*"	"37"
"458"	"chr1"	"9261676"	"9266274"	"4599"	"*"	"86"
"459"	"chr1"	"9279275"	"9282036"	"2762"	"*"	"62"
"460"	"chr1"	"9292244"	"9295408"	"3165"	"*"	"50"
"461"	"chr1"	"9314446"	"9318014"	"3569"	"*"	"72"
"462"	"chr1"	"9320443"	"9323211"	"2769"	"*"	"67"
"463"	"chr1"	"9354283"	"9356303"	"2021"	"*"	"36"
"464"	"chr1"	"9367246"	"9368171"	"926"	"*"	"37"
"465"	"chr1"	"9400104"	"9400834"	"731"	"*"	"20"
"466"	"chr1"	"9426689"	"9429464"	"2776"	"*"	"117"
"467"	"chr1"	"9453848"	"9455523"	"1676"	"*"	"31"
"468"	"chr1"	"9467066"	"9467276"	"211"	"*"	"20"
"469"	"chr1"	"9495256"	"9495653"	"398"	"*"	"55"
"470"	"chr1"	"9538877"	"9542659"	"3783"	"*"	"144"
"471"	"chr1"	"9588229"	"9591240"	"3012"	"*"	"44"
"472"	"chr1"	"9603434"	"9611078"	"7645"	"*"	"106"
"473"	"chr1"	"9625987"	"9627521"	"1535"	"*"	"56"
"474"	"chr1"	"9650763"	"9655990"	"5228"	"*"	"142"
"475"	"chr1"	"9687184"	"9691382"	"4199"	"*"	"79"
"476"	"chr1"	"9714605"	"9721249"	"6645"	"*"	"128"
"477"	"chr1"	"9725202"	"9731428"	"6227"	"*"	"171"
"478"	"chr1"	"9734911"	"9736202"	"1292"	"*"	"66"
"479"	"chr1"	"9744437"	"9744715"	"279"	"*"	"40"
"480"	"chr1"	"9759698"	"9764073"	"4376"	"*"	"58"
"481"	"chr1"	"9822679"	"9829756"	"7078"	"*"	"170"
"482"	"chr1"	"9842324"	"9844356"	"2033"	"*"	"24"
"483"	"chr1"	"9875396"	"9875641"	"246"	"*"	"25"
"484"	"chr1"	"9907688"	"9911170"	"3483"	"*"	"57"
"485"	"chr1"	"9941787"	"9943800"	"2014"	"*"	"136"
"486"	"chr1"	"9996771"	"9998340"	"1570"	"*"	"36"
"487"	"chr1"	"10032168"	"10033838"	"1671"	"*"	"88"
"488"	"chr1"	"10179132"	"10180820"	"1689"	"*"	"23"
"489"	"chr1"	"10209770"	"10212128"	"2359"	"*"	"112"
"490"	"chr1"	"10303529"	"10304061"	"533"	"*"	"32"
"491"	"chr1"	"10323624"	"10328732"	"5109"	"*"	"57"
"492"	"chr1"	"10398301"	"10400210"	"1910"	"*"	"196"
"493"	"chr1"	"10424737"	"10431304"	"6568"	"*"	"211"
"494"	"chr1"	"10448451"	"10451817"	"3367"	"*"	"85"
"495"	"chr1"	"10471849"	"10475632"	"3784"	"*"	"173"
"496"	"chr1"	"10495144"	"10496352"	"1209"	"*"	"27"
"497"	"chr1"	"10529251"	"10530693"	"1443"	"*"	"45"
"498"	"chr1"	"10540165"	"10541910"	"1746"	"*"	"47"
"499"	"chr1"	"10555946"	"10556121"	"176"	"*"	"21"
"500"	"chr1"	"10615494"	"10616854"	"1361"	"*"	"35"
"501"	"chr1"	"10622295"	"10624429"	"2135"	"*"	"50"
"502"	"chr1"	"10632365"	"10641885"	"9521"	"*"	"115"
"503"	"chr1"	"10644774"	"10655793"	"11020"	"*"	"178"
"504"	"chr1"	"10658165"	"10660953"	"2789"	"*"	"63"
"505"	"chr1"	"10665107"	"10668256"	"3150"	"*"	"20"
"506"	"chr1"	"10670552"	"10675159"	"4608"	"*"	"88"
"507"	"chr1"	"10693636"	"10695309"	"1674"	"*"	"25"
"508"	"chr1"	"10697379"	"10698995"	"1617"	"*"	"43"
"509"	"chr1"	"10728162"	"10729790"	"1629"	"*"	"28"
"510"	"chr1"	"10734144"	"10736831"	"2688"	"*"	"30"
"511"	"chr1"	"10755297"	"10756551"	"1255"	"*"	"37"
"512"	"chr1"	"10765456"	"10765643"	"188"	"*"	"23"
"513"	"chr1"	"10777463"	"10779527"	"2065"	"*"	"37"
"514"	"chr1"	"10783026"	"10784115"	"1090"	"*"	"22"
"515"	"chr1"	"10785914"	"10787639"	"1726"	"*"	"37"
"516"	"chr1"	"10793724"	"10797115"	"3392"	"*"	"98"
"517"	"chr1"	"10833767"	"10838229"	"4463"	"*"	"54"
"518"	"chr1"	"10916996"	"10917992"	"997"	"*"	"26"
"519"	"chr1"	"10940665"	"10944381"	"3717"	"*"	"35"
"520"	"chr1"	"10958708"	"10961242"	"2535"	"*"	"47"
"521"	"chr1"	"10963699"	"10964552"	"854"	"*"	"21"
"522"	"chr1"	"10980310"	"10982397"	"2088"	"*"	"28"
"523"	"chr1"	"11012322"	"11013891"	"1570"	"*"	"106"
"524"	"chr1"	"11052908"	"11055094"	"2187"	"*"	"54"
"525"	"chr1"	"11059121"	"11061063"	"1943"	"*"	"85"
"526"	"chr1"	"11098048"	"11100295"	"2248"	"*"	"155"
"527"	"chr1"	"11121922"	"11122160"	"239"	"*"	"28"
"528"	"chr1"	"11188128"	"11189859"	"1732"	"*"	"31"
"529"	"chr1"	"11262091"	"11262979"	"889"	"*"	"93"
"530"	"chr1"	"11272461"	"11273950"	"1490"	"*"	"58"
"531"	"chr1"	"11335511"	"11339411"	"3901"	"*"	"25"
"532"	"chr1"	"11413120"	"11413311"	"192"	"*"	"22"
"533"	"chr1"	"11478186"	"11480987"	"2802"	"*"	"47"
"534"	"chr1"	"11499006"	"11502869"	"3864"	"*"	"108"
"535"	"chr1"	"11529441"	"11531755"	"2315"	"*"	"50"
"536"	"chr1"	"11536353"	"11539058"	"2706"	"*"	"48"
"537"	"chr1"	"11608584"	"11609969"	"1386"	"*"	"63"
"538"	"chr1"	"11648166"	"11651085"	"2920"	"*"	"52"
"539"	"chr1"	"11652996"	"11656182"	"3187"	"*"	"91"
"540"	"chr1"	"11663992"	"11664948"	"957"	"*"	"89"
"541"	"chr1"	"11680410"	"11684276"	"3867"	"*"	"83"
"542"	"chr1"	"11690424"	"11693335"	"2912"	"*"	"126"
"543"	"chr1"	"11700640"	"11701745"	"1106"	"*"	"50"
"544"	"chr1"	"11719183"	"11720331"	"1149"	"*"	"92"
"545"	"chr1"	"11735288"	"11738222"	"2935"	"*"	"77"
"546"	"chr1"	"11748335"	"11750271"	"1937"	"*"	"31"
"547"	"chr1"	"11761464"	"11762305"	"842"	"*"	"58"
"548"	"chr1"	"11805235"	"11807396"	"2162"	"*"	"134"
"549"	"chr1"	"11836049"	"11842254"	"6206"	"*"	"104"
"550"	"chr1"	"11847929"	"11848362"	"434"	"*"	"25"
"551"	"chr1"	"11856582"	"11859818"	"3237"	"*"	"120"
"552"	"chr1"	"11898226"	"11899167"	"942"	"*"	"29"
"553"	"chr1"	"11907753"	"11909624"	"1872"	"*"	"72"
"554"	"chr1"	"11922936"	"11926790"	"3855"	"*"	"126"
"555"	"chr1"	"11934194"	"11937287"	"3094"	"*"	"58"
"556"	"chr1"	"11978992"	"11983599"	"4608"	"*"	"76"
"557"	"chr1"	"12018699"	"12019984"	"1286"	"*"	"55"
"558"	"chr1"	"12029760"	"12031459"	"1700"	"*"	"37"
"559"	"chr1"	"12060228"	"12064091"	"3864"	"*"	"129"
"560"	"chr1"	"12124365"	"12126366"	"2002"	"*"	"48"
"561"	"chr1"	"12128379"	"12129850"	"1472"	"*"	"45"
"562"	"chr1"	"12143428"	"12144093"	"666"	"*"	"34"
"563"	"chr1"	"12150687"	"12153520"	"2834"	"*"	"29"
"564"	"chr1"	"12157513"	"12163486"	"5974"	"*"	"54"
"565"	"chr1"	"12165465"	"12167945"	"2481"	"*"	"36"
"566"	"chr1"	"12178238"	"12178582"	"345"	"*"	"27"
"567"	"chr1"	"12191743"	"12192991"	"1249"	"*"	"26"
"568"	"chr1"	"12227566"	"12231337"	"3772"	"*"	"69"
"569"	"chr1"	"12453322"	"12454692"	"1371"	"*"	"22"
"570"	"chr1"	"12478223"	"12481273"	"3051"	"*"	"57"
"571"	"chr1"	"12505869"	"12507263"	"1395"	"*"	"26"
"572"	"chr1"	"12527466"	"12528692"	"1227"	"*"	"41"
"573"	"chr1"	"12549242"	"12550177"	"936"	"*"	"48"
"574"	"chr1"	"12556489"	"12558614"	"2126"	"*"	"34"
"575"	"chr1"	"12593708"	"12596199"	"2492"	"*"	"66"
"576"	"chr1"	"12599956"	"12604257"	"4302"	"*"	"24"
"577"	"chr1"	"12613746"	"12620091"	"6346"	"*"	"177"
"578"	"chr1"	"12714684"	"12717796"	"3113"	"*"	"34"
"579"	"chr1"	"12847851"	"12849432"	"1582"	"*"	"51"
"580"	"chr1"	"13115961"	"13117483"	"1523"	"*"	"66"
"581"	"chr1"	"13429228"	"13430875"	"1648"	"*"	"29"
"582"	"chr1"	"13432898"	"13434131"	"1234"	"*"	"26"
"583"	"chr1"	"13439091"	"13440406"	"1316"	"*"	"60"
"584"	"chr1"	"13508636"	"13514218"	"5583"	"*"	"187"
"585"	"chr1"	"13517278"	"13519144"	"1867"	"*"	"34"
"586"	"chr1"	"13554833"	"13557818"	"2986"	"*"	"68"
"587"	"chr1"	"13582666"	"13585720"	"3055"	"*"	"150"
"588"	"chr1"	"13615844"	"13616080"	"237"	"*"	"24"
"589"	"chr1"	"13699491"	"13707285"	"7795"	"*"	"183"
"590"	"chr1"	"13747669"	"13752261"	"4593"	"*"	"143"
"591"	"chr1"	"13778878"	"13779247"	"370"	"*"	"27"
"592"	"chr1"	"13781206"	"13786848"	"5643"	"*"	"42"
"593"	"chr1"	"13818994"	"13820284"	"1291"	"*"	"33"
"594"	"chr1"	"13828764"	"13830391"	"1628"	"*"	"27"
"595"	"chr1"	"13892727"	"13895866"	"3140"	"*"	"109"
"596"	"chr1"	"13982178"	"13983536"	"1359"	"*"	"74"
"597"	"chr1"	"14419533"	"14421014"	"1482"	"*"	"60"
"598"	"chr1"	"14595329"	"14602450"	"7122"	"*"	"178"
"599"	"chr1"	"14732081"	"14736074"	"3994"	"*"	"30"
"600"	"chr1"	"14800244"	"14801528"	"1285"	"*"	"48"
"601"	"chr1"	"14848599"	"14848902"	"304"	"*"	"26"
"602"	"chr1"	"14868010"	"14868269"	"260"	"*"	"27"
"603"	"chr1"	"14923299"	"14925433"	"2135"	"*"	"41"
"604"	"chr1"	"14928630"	"14930062"	"1433"	"*"	"45"
"605"	"chr1"	"14942687"	"14945970"	"3284"	"*"	"50"
"606"	"chr1"	"14956771"	"14959286"	"2516"	"*"	"45"
"607"	"chr1"	"15048480"	"15049101"	"622"	"*"	"82"
"608"	"chr1"	"15056110"	"15057882"	"1773"	"*"	"22"
"609"	"chr1"	"15065860"	"15066546"	"687"	"*"	"60"
"610"	"chr1"	"15093036"	"15093403"	"368"	"*"	"25"
"611"	"chr1"	"15139982"	"15141204"	"1223"	"*"	"28"
"612"	"chr1"	"15149762"	"15156338"	"6577"	"*"	"155"
"613"	"chr1"	"15176286"	"15178041"	"1756"	"*"	"37"
"614"	"chr1"	"15212333"	"15215554"	"3222"	"*"	"76"
"615"	"chr1"	"15218118"	"15221157"	"3040"	"*"	"25"
"616"	"chr1"	"15246488"	"15247606"	"1119"	"*"	"51"
"617"	"chr1"	"15272274"	"15272443"	"170"	"*"	"21"
"618"	"chr1"	"15323735"	"15324106"	"372"	"*"	"21"
"619"	"chr1"	"15326898"	"15327197"	"300"	"*"	"30"
"620"	"chr1"	"15329225"	"15329738"	"514"	"*"	"36"
"621"	"chr1"	"15358615"	"15358906"	"292"	"*"	"22"
"622"	"chr1"	"15381117"	"15381357"	"241"	"*"	"26"
"623"	"chr1"	"15407276"	"15412855"	"5580"	"*"	"66"
"624"	"chr1"	"15428726"	"15433000"	"4275"	"*"	"36"
"625"	"chr1"	"15437241"	"15438570"	"1330"	"*"	"23"
"626"	"chr1"	"15506913"	"15507104"	"192"	"*"	"23"
"627"	"chr1"	"15523759"	"15529266"	"5508"	"*"	"241"
"628"	"chr1"	"15582414"	"15588530"	"6117"	"*"	"114"
"629"	"chr1"	"15603189"	"15605947"	"2759"	"*"	"137"
"630"	"chr1"	"15616996"	"15617861"	"866"	"*"	"93"
"631"	"chr1"	"15683732"	"15685378"	"1647"	"*"	"59"
"632"	"chr1"	"15727220"	"15727480"	"261"	"*"	"32"
"633"	"chr1"	"15729723"	"15732070"	"2348"	"*"	"26"
"634"	"chr1"	"15733950"	"15736977"	"3028"	"*"	"58"
"635"	"chr1"	"15741010"	"15744882"	"3873"	"*"	"94"
"636"	"chr1"	"15746825"	"15747703"	"879"	"*"	"33"
"637"	"chr1"	"15756511"	"15759208"	"2698"	"*"	"70"
"638"	"chr1"	"15828221"	"15828463"	"243"	"*"	"32"
"639"	"chr1"	"15832885"	"15838909"	"6025"	"*"	"162"
"640"	"chr1"	"15847169"	"15851681"	"4513"	"*"	"181"
"641"	"chr1"	"15876221"	"15876501"	"281"	"*"	"33"
"642"	"chr1"	"15928344"	"15928591"	"248"	"*"	"25"
"643"	"chr1"	"15931707"	"15939676"	"7970"	"*"	"128"
"644"	"chr1"	"15941963"	"15951177"	"9215"	"*"	"124"
"645"	"chr1"	"15974965"	"15976805"	"1841"	"*"	"79"
"646"	"chr1"	"16004032"	"16004443"	"412"	"*"	"25"
"647"	"chr1"	"16015595"	"16025157"	"9563"	"*"	"132"
"648"	"chr1"	"16042891"	"16045221"	"2331"	"*"	"25"
"649"	"chr1"	"16070186"	"16074488"	"4303"	"*"	"61"
"650"	"chr1"	"16137882"	"16139886"	"2005"	"*"	"34"
"651"	"chr1"	"16145940"	"16151119"	"5180"	"*"	"114"
"652"	"chr1"	"16155085"	"16158374"	"3290"	"*"	"95"
"653"	"chr1"	"16162506"	"16164631"	"2126"	"*"	"22"
"654"	"chr1"	"16206908"	"16210496"	"3589"	"*"	"27"
"655"	"chr1"	"16216420"	"16218509"	"2090"	"*"	"65"
"656"	"chr1"	"16226715"	"16233694"	"6980"	"*"	"150"
"657"	"chr1"	"16236308"	"16238696"	"2389"	"*"	"65"
"658"	"chr1"	"16351492"	"16353351"	"1860"	"*"	"98"
"659"	"chr1"	"16365574"	"16370080"	"4507"	"*"	"75"
"660"	"chr1"	"16437078"	"16441834"	"4757"	"*"	"154"
"661"	"chr1"	"16483115"	"16485284"	"2170"	"*"	"29"
"662"	"chr1"	"16491652"	"16495008"	"3357"	"*"	"25"
"663"	"chr1"	"16497597"	"16501731"	"4135"	"*"	"95"
"664"	"chr1"	"16513460"	"16515152"	"1693"	"*"	"93"
"665"	"chr1"	"16520335"	"16524864"	"4530"	"*"	"143"
"666"	"chr1"	"16532100"	"16539423"	"7324"	"*"	"291"
"667"	"chr1"	"16544432"	"16546188"	"1757"	"*"	"74"
"668"	"chr1"	"16612460"	"16620887"	"8428"	"*"	"329"
"669"	"chr1"	"16623866"	"16624445"	"580"	"*"	"34"
"670"	"chr1"	"16628541"	"16632228"	"3688"	"*"	"75"
"671"	"chr1"	"16641970"	"16649698"	"7729"	"*"	"349"
"672"	"chr1"	"16676830"	"16678520"	"1691"	"*"	"69"
"673"	"chr1"	"16686018"	"16686333"	"316"	"*"	"60"
"674"	"chr1"	"16692891"	"16693848"	"958"	"*"	"60"
"675"	"chr1"	"16696068"	"16697914"	"1847"	"*"	"50"
"676"	"chr1"	"16707536"	"16708083"	"548"	"*"	"60"
"677"	"chr1"	"16719925"	"16721150"	"1226"	"*"	"38"
"678"	"chr1"	"16724110"	"16728947"	"4838"	"*"	"221"
"679"	"chr1"	"16758466"	"16761639"	"3174"	"*"	"64"
"680"	"chr1"	"16764280"	"16766072"	"1793"	"*"	"66"
"681"	"chr1"	"16861742"	"16862729"	"988"	"*"	"70"
"682"	"chr1"	"16867485"	"16875844"	"8360"	"*"	"321"
"683"	"chr1"	"16885545"	"16889911"	"4367"	"*"	"156"
"684"	"chr1"	"16895131"	"16896896"	"1766"	"*"	"78"
"685"	"chr1"	"16904510"	"16905298"	"789"	"*"	"68"
"686"	"chr1"	"16912010"	"16915728"	"3719"	"*"	"170"
"687"	"chr1"	"16921145"	"16926163"	"5019"	"*"	"68"
"688"	"chr1"	"16937837"	"16940220"	"2384"	"*"	"52"
"689"	"chr1"	"16951725"	"16956203"	"4479"	"*"	"68"
"690"	"chr1"	"16958185"	"16961900"	"3716"	"*"	"73"
"691"	"chr1"	"16966477"	"16968366"	"1890"	"*"	"31"
"692"	"chr1"	"16976365"	"16983103"	"6739"	"*"	"62"
"693"	"chr1"	"16986210"	"16986611"	"402"	"*"	"24"
"694"	"chr1"	"17003069"	"17005764"	"2696"	"*"	"33"
"695"	"chr1"	"17008995"	"17012992"	"3998"	"*"	"70"
"696"	"chr1"	"17053558"	"17056512"	"2955"	"*"	"100"
"697"	"chr1"	"17119112"	"17122113"	"3002"	"*"	"89"
"698"	"chr1"	"17125904"	"17126010"	"107"	"*"	"20"
"699"	"chr1"	"17149255"	"17149750"	"496"	"*"	"49"
"700"	"chr1"	"17203717"	"17205269"	"1553"	"*"	"31"
"701"	"chr1"	"17211913"	"17215680"	"3768"	"*"	"37"
"702"	"chr1"	"17245338"	"17250961"	"5624"	"*"	"55"
"703"	"chr1"	"17305080"	"17308274"	"3195"	"*"	"37"
"704"	"chr1"	"17405839"	"17409070"	"3232"	"*"	"109"
"705"	"chr1"	"17416405"	"17416697"	"293"	"*"	"33"
"706"	"chr1"	"17419439"	"17420356"	"918"	"*"	"101"
"707"	"chr1"	"17422729"	"17425618"	"2890"	"*"	"84"
"708"	"chr1"	"17437423"	"17441564"	"4142"	"*"	"177"
"709"	"chr1"	"17520182"	"17522329"	"2148"	"*"	"40"
"710"	"chr1"	"17539130"	"17540237"	"1108"	"*"	"21"
"711"	"chr1"	"17579299"	"17580825"	"1527"	"*"	"38"
"712"	"chr1"	"17616115"	"17618266"	"2152"	"*"	"31"
"713"	"chr1"	"17622637"	"17627097"	"4461"	"*"	"66"
"714"	"chr1"	"17632340"	"17633965"	"1626"	"*"	"27"
"715"	"chr1"	"17645671"	"17647157"	"1487"	"*"	"56"
"716"	"chr1"	"17670349"	"17671872"	"1524"	"*"	"37"
"717"	"chr1"	"17693017"	"17697740"	"4724"	"*"	"48"
"718"	"chr1"	"17699634"	"17699976"	"343"	"*"	"36"
"719"	"chr1"	"17733689"	"17734132"	"444"	"*"	"44"
"720"	"chr1"	"17755180"	"17755509"	"330"	"*"	"23"
"721"	"chr1"	"17823005"	"17823334"	"330"	"*"	"32"
"722"	"chr1"	"17825532"	"17826565"	"1034"	"*"	"57"
"723"	"chr1"	"18080093"	"18080385"	"293"	"*"	"21"
"724"	"chr1"	"18099389"	"18100767"	"1379"	"*"	"23"
"725"	"chr1"	"18104748"	"18113962"	"9215"	"*"	"150"
"726"	"chr1"	"18291065"	"18291341"	"277"	"*"	"31"
"727"	"chr1"	"18365235"	"18367064"	"1830"	"*"	"47"
"728"	"chr1"	"18374065"	"18374620"	"556"	"*"	"30"
"729"	"chr1"	"18376628"	"18378450"	"1823"	"*"	"35"
"730"	"chr1"	"18480023"	"18483292"	"3270"	"*"	"96"
"731"	"chr1"	"18557730"	"18558164"	"435"	"*"	"36"
"732"	"chr1"	"18581547"	"18581647"	"101"	"*"	"24"
"733"	"chr1"	"18630210"	"18638630"	"8421"	"*"	"376"
"734"	"chr1"	"18640478"	"18646810"	"6333"	"*"	"176"
"735"	"chr1"	"18684460"	"18684764"	"305"	"*"	"32"
"736"	"chr1"	"18703204"	"18703795"	"592"	"*"	"23"
"737"	"chr1"	"18714302"	"18718344"	"4043"	"*"	"20"
"738"	"chr1"	"18783050"	"18784636"	"1587"	"*"	"55"
"739"	"chr1"	"18820399"	"18820858"	"460"	"*"	"39"
"740"	"chr1"	"18839946"	"18840247"	"302"	"*"	"31"
"741"	"chr1"	"18854520"	"18860816"	"6297"	"*"	"112"
"742"	"chr1"	"18875307"	"18875537"	"231"	"*"	"24"
"743"	"chr1"	"18882146"	"18883524"	"1379"	"*"	"42"
"744"	"chr1"	"18890610"	"18892412"	"1803"	"*"	"43"
"745"	"chr1"	"18902022"	"18903967"	"1946"	"*"	"140"
"746"	"chr1"	"18916891"	"18919726"	"2836"	"*"	"34"
"747"	"chr1"	"18949665"	"18957716"	"8052"	"*"	"174"
"748"	"chr1"	"19010058"	"19012672"	"2615"	"*"	"34"
"749"	"chr1"	"19064235"	"19071470"	"7236"	"*"	"39"
"750"	"chr1"	"19076522"	"19076907"	"386"	"*"	"33"
"751"	"chr1"	"19209377"	"19210968"	"1592"	"*"	"101"
"752"	"chr1"	"19250427"	"19255086"	"4660"	"*"	"165"
"753"	"chr1"	"19273554"	"19274725"	"1172"	"*"	"147"
"754"	"chr1"	"19285079"	"19289310"	"4232"	"*"	"161"
"755"	"chr1"	"19311794"	"19314327"	"2534"	"*"	"109"
"756"	"chr1"	"19326291"	"19327879"	"1589"	"*"	"28"
"757"	"chr1"	"19337743"	"19338782"	"1040"	"*"	"53"
"758"	"chr1"	"19341551"	"19344001"	"2451"	"*"	"43"
"759"	"chr1"	"19360659"	"19361624"	"966"	"*"	"31"
"760"	"chr1"	"19419177"	"19420112"	"936"	"*"	"34"
"761"	"chr1"	"19436436"	"19438408"	"1973"	"*"	"38"
"762"	"chr1"	"19480350"	"19486953"	"6604"	"*"	"53"
"763"	"chr1"	"19563850"	"19564072"	"223"	"*"	"20"
"764"	"chr1"	"19593962"	"19597836"	"3875"	"*"	"147"
"765"	"chr1"	"19640934"	"19646320"	"5387"	"*"	"70"
"766"	"chr1"	"19664065"	"19666575"	"2511"	"*"	"64"
"767"	"chr1"	"19678921"	"19679362"	"442"	"*"	"32"
"768"	"chr1"	"19799557"	"19801026"	"1470"	"*"	"72"
"769"	"chr1"	"19814247"	"19816596"	"2350"	"*"	"37"
"770"	"chr1"	"19881755"	"19885264"	"3510"	"*"	"148"
"771"	"chr1"	"19911746"	"19911996"	"251"	"*"	"20"
"772"	"chr1"	"19922260"	"19924905"	"2646"	"*"	"71"
"773"	"chr1"	"19978418"	"19981690"	"3273"	"*"	"44"
"774"	"chr1"	"19983707"	"19984845"	"1139"	"*"	"50"
"775"	"chr1"	"20068874"	"20070708"	"1835"	"*"	"31"
"776"	"chr1"	"20138677"	"20139766"	"1090"	"*"	"21"
"777"	"chr1"	"20152505"	"20154632"	"2128"	"*"	"37"
"778"	"chr1"	"20175023"	"20176618"	"1596"	"*"	"34"
"779"	"chr1"	"20184541"	"20186507"	"1967"	"*"	"89"
"780"	"chr1"	"20189461"	"20192539"	"3079"	"*"	"33"
"781"	"chr1"	"20213029"	"20213164"	"136"	"*"	"23"
"782"	"chr1"	"20241724"	"20244567"	"2844"	"*"	"33"
"783"	"chr1"	"20289818"	"20291935"	"2118"	"*"	"50"
"784"	"chr1"	"20322601"	"20323565"	"965"	"*"	"22"
"785"	"chr1"	"20342878"	"20343421"	"544"	"*"	"45"
"786"	"chr1"	"20365363"	"20367530"	"2168"	"*"	"65"
"787"	"chr1"	"20370251"	"20371675"	"1425"	"*"	"24"
"788"	"chr1"	"20389678"	"20389812"	"135"	"*"	"20"
"789"	"chr1"	"20471910"	"20473571"	"1662"	"*"	"39"
"790"	"chr1"	"20475887"	"20476683"	"797"	"*"	"39"
"791"	"chr1"	"20483226"	"20487174"	"3949"	"*"	"54"
"792"	"chr1"	"20499720"	"20501152"	"1433"	"*"	"36"
"793"	"chr1"	"20507260"	"20508983"	"1724"	"*"	"136"
"794"	"chr1"	"20551121"	"20554180"	"3060"	"*"	"130"
"795"	"chr1"	"20587535"	"20589750"	"2216"	"*"	"25"
"796"	"chr1"	"20632097"	"20634737"	"2641"	"*"	"151"
"797"	"chr1"	"20658690"	"20662419"	"3730"	"*"	"113"
"798"	"chr1"	"20695975"	"20696825"	"851"	"*"	"41"
"799"	"chr1"	"20702013"	"20707367"	"5355"	"*"	"103"
"800"	"chr1"	"20714967"	"20718518"	"3552"	"*"	"119"
"801"	"chr1"	"20723866"	"20725078"	"1213"	"*"	"29"
"802"	"chr1"	"20731086"	"20733300"	"2215"	"*"	"87"
